GSM,GSE,Cell Type,In Situ Site,Disease,PubMed ID,Release Date,FRiP,Number of Peaks,Motif Overlap Ratio
GSM2437773,GSE92800,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.203,48612,0.831
GSM2437780,GSE92803,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.075,26017,0.927
GSM2437781,GSE92803,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.15,37736,0.886
GSM2437782,GSE92803,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.127,34443,0.9
GSM2437791,GSE92805,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.158,40243,0.889
GSM2437792,GSE92805,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.124,39273,0.891
GSM2437793,GSE92805,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.115,37182,0.898
GSM2437798,GSE92808,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.131,37195,0.897
GSM2437799,GSE92808,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.06,26488,0.928
GSM2437800,GSE92808,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.122,36892,0.894
GSM2437819,GSE92814,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.17,43980,0.873
GSM2437820,GSE92814,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.115,34267,0.909
GSM2437821,GSE92814,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.116,35595,0.904
GSM2437875,GSE92830,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.083,30811,0.918
GSM2437876,GSE92830,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.126,38121,0.89
GSM2437877,GSE92830,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.108,33913,0.907
GSM2437881,GSE92832,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.171,45394,0.866
GSM2437882,GSE92832,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.164,39488,0.885
GSM2437883,GSE92832,A-549,Lung,Lung adenocarcinoma,22955616,1/10/17,0.142,39164,0.887
GSM2439223,GSE92881,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",29641996,12/24/16,0.071,28066,0.907
GSM2439225,GSE92881,K-562,Pleural effusion,"Chronic myeloid leukemia, Blast phase chronic myelogenous leukemia, BCR-ABL1 positive",29641996,12/24/16,0.062,25058,0.916
GSM2439226,GSE92881,HCT-116,Colon,Colon carcinoma,29641996,12/24/16,0.051,27465,0.918
GSM2493878,GSE95015,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",28475897,5/3/17,0.135,37464,0.876
GSM2493879,GSE95015,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",28475897,5/3/17,0.114,41232,0.867
GSM2493880,GSE95015,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",28475897,5/3/17,0.107,33944,0.884
GSM2493881,GSE95015,HAP-1,Bone marrow,"Chronic myelogenous leukemia, BCR-ABL1 positive, Chronic myeloid leukemia",28475897,5/3/17,0.136,41119,0.868
GSM2507346,GSE78064,HCT-116,Colon,Colon carcinoma,28215080,9/1/16,0.258,51446,0.827
GSM2507347,GSE78064,HCT-116,Colon,Colon carcinoma,28215080,9/1/16,0.214,53435,0.819
GSM2507348,GSE78064,HCT-116,Colon,Colon carcinoma,28215080,9/1/16,0.062,37712,0.856
GSM2534220,GSE96269,bipolar_spindle_neuron,Bipolar spindle neuron,,22955616,3/12/17,0.297,66618,0.801
GSM2534221,GSE96269,bipolar_spindle_neuron,Bipolar spindle neuron,,22955616,3/12/17,0.374,54051,0.84
GSM2534649,GSE96477,GM23338,"Arm, skin",,22955616,3/12/17,0.415,93939,0.753
GSM2534650,GSE96477,GM23338,"Arm, skin",,22955616,3/12/17,0.34,89311,0.767
GSM2544174,GSE51290,LoVo,Colon,Colon adenocarcinoma,23953112,10/1/13,0.033,20809,0.918
GSM2544244,GSE96800,THP-1,Peripheral blood,"Acute monoblastic/monocytic leukemia, Childhood acute monocytic leukemia",28890333,3/29/17,0.171,42459,0.788
GSM2544245,GSE96800,THP-1,Peripheral blood,"Acute monoblastic/monocytic leukemia, Childhood acute monocytic leukemia",28890333,3/29/17,0.232,47635,0.776
GSM2544246,GSE96800,THP-1,Peripheral blood,"Acute monoblastic/monocytic leukemia, Childhood acute monocytic leukemia",28890333,3/29/17,0.194,40407,0.754
GSM2544247,GSE96800,THP-1,Peripheral blood,"Acute monoblastic/monocytic leukemia, Childhood acute monocytic leukemia",28890333,3/29/17,0.244,43185,0.74
GSM2572332,GSE80154,Tet21N,Metastatic; Bone marrow,Neuroblastoma,29379199,1/29/18,0.051,18232,0.937
GSM2572335,GSE80154,Tet21N,Metastatic; Bone marrow,Neuroblastoma,29379199,1/29/18,0.052,25057,0.925
GSM2572338,GSE80154,Tet21N,Metastatic; Bone marrow,Neuroblastoma,29379199,1/29/18,0.083,23449,0.925
GSM2599084,GSE98551,MCF-10A,Breast,,28504305,5/23/17,0.117,43179,0.852
GSM2599085,GSE98551,MCF-10A,Breast,,28504305,5/23/17,0.256,51828,0.821
GSM2599086,GSE98551,MCF-10AT1,Breast,,28504305,5/23/17,0.09,32597,0.886
GSM2599087,GSE98551,MCF-10AT2,Breast,,28504305,5/23/17,0.177,53087,0.807
GSM2599088,GSE98551,MCF-10CA1a,Breast,,28504305,5/23/17,0.093,38342,0.867
GSM2599089,GSE98551,MCF-10CA1a,Breast,,28504305,5/23/17,0.119,42445,0.862
GSM2653643,GSE88738,pancreas,Pancreas,,29706544,5/2/18,0.081,32075,0.907
GSM2698420,GSE100977,OCI-Ly7,Peripheral blood,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,7/10/17,0.184,53348,0.826
GSM2698421,GSE100977,OCI-Ly7,Peripheral blood,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,7/10/17,0.265,53428,0.818
GSM2698544,GSE100991,bipolar_spindle_neuron,Bipolar spindle neuron,,22955616,7/10/17,0.298,62543,0.787
GSM2698545,GSE100991,bipolar_spindle_neuron,Bipolar spindle neuron,,22955616,7/10/17,0.283,63164,0.79
GSM2698608,GSE101017,DoHH2,Pleural effusion,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,7/10/17,0.236,54029,0.807
GSM2698609,GSE101017,DoHH2,Pleural effusion,"Diffuse large B-cell lymphoma germinal center B-cell type, Diffuse large B-cell lymphoma",22955616,7/10/17,0.219,43405,0.851
GSM2698705,GSE101051,PC-9,Lung,Homo sapiens PC-9 immortalized cell line,22955616,7/10/17,0.2,49699,0.82
GSM2698706,GSE101051,PC-9,Lung,Homo sapiens PC-9 immortalized cell line,22955616,7/10/17,0.162,32195,0.899
GSM2699127,GSE101095,MM1.S,Peripheral blood,"Multiple myeloma, Plasma cell myeloma",22955616,7/12/17,0.112,47738,0.828
GSM2699128,GSE101095,MM1.S,Peripheral blood,"Multiple myeloma, Plasma cell myeloma",22955616,7/12/17,0.117,43965,0.849
GSM2699183,GSE101103,hepatocyte,Hepatocyte,,22955616,7/12/17,0.106,27309,0.924
GSM2699184,GSE101103,hepatocyte,Hepatocyte,,22955616,7/12/17,0.111,43296,0.861
GSM2699185,GSE101103,hepatocyte,Hepatocyte,,22955616,7/12/17,0.174,43944,0.858
GSM2700610,GSE101279,neutrophil,Neutrophil,,22955616,7/12/17,0.078,25029,0.733
GSM2700611,GSE101279,neutrophil,Neutrophil,,22955616,7/12/17,0.043,17436,0.783
GSM2730053,GSE102201,erythroblasts,Erythroblasts,,28916711,9/18/17,0.173,34484,0.876
GSM2730054,GSE102201,erythroblasts,Erythroblasts,,28916711,9/18/17,0.262,52076,0.834
GSM2730056,GSE102201,erythroblasts,Erythroblasts,,28916711,9/18/17,0.269,53860,0.819
GSM2730057,GSE102201,erythroblasts,Erythroblasts,,28916711,9/18/17,0.285,53142,0.827
GSM2747716,GSE102882,MCF-7,Breast,Invasive breast carcinoma of no special type,29672735,8/22/17,0.532,71813,0.791
GSM2747717,GSE102882,MCF-7,Breast,Invasive breast carcinoma of no special type,29672735,8/22/17,0.401,53483,0.838
GSM2747726,GSE102882,MCF-7,Breast,Invasive breast carcinoma of no special type,29672735,8/22/17,0.537,82444,0.765
GSM2747727,GSE102882,MCF-7,Breast,Invasive breast carcinoma of no special type,29672735,8/22/17,0.399,60606,0.82
GSM2747764,GSE102884,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29217591;32065581,12/7/17,0.134,43004,0.865
GSM2747765,GSE102884,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29217591;32065581,12/7/17,0.183,55465,0.831
GSM2747766,GSE102884,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29217591;32065581,12/7/17,0.156,53290,0.82
GSM2747767,GSE102884,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29217591;32065581,12/7/17,0.134,49839,0.837
GSM2752684,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.219,52424,0.849
GSM2752685,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.218,56165,0.84
GSM2752698,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.184,49933,0.847
GSM2752699,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.185,47998,0.854
GSM2752710,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.084,31916,0.907
GSM2752711,GSE103084,Kelly,Brain,Neuroblastoma,31391581,8/7/19,0.082,32879,0.904
GSM2759386,GSE78957,IMR-5,Metastatic; Abdomen,Neuroblastoma,29262328,12/20/17,0.08,38942,0.787
GSM2808148,GSE193886,RT-112,Urinary bladder,Bladder carcinoma,36944729,3/22/23,0.096,41392,0.823
GSM2809613,GSE104334,HCT-116,Colon,Colon carcinoma,28985562;33262376,10/5/17,0.019,21389,0.866
GSM2809614,GSE104334,HCT-116,Colon,Colon carcinoma,28985562;33262376,10/5/17,0.028,21922,0.916
GSM2809615,GSE104334,HCT-116,Colon,Colon carcinoma,28985562;33262376,10/5/17,0.213,52135,0.836
GSM2809616,GSE104334,HCT-116,Colon,Colon carcinoma,28985562;33262376,10/5/17,0.137,39398,0.86
GSM2816620,GSE105028,H9,Embryonic stem cell,,30122536,8/3/18,0.023,22876,0.941
GSM2824328,GSE105179,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,10/20/17,0.077,33644,0.815
GSM2824375,GSE105198,adrenal_gland,Adrenal gland,,22955616,10/20/17,0.097,33948,0.834
GSM2825069,GSE105222,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,10/20/17,0.1,26612,0.821
GSM2825085,GSE105227,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,10/20/17,0.075,24444,0.878
GSM2825136,GSE105250,lung,Lung,,22955616,10/20/17,0.218,51413,0.75
GSM2825289,GSE105263,spleen,Spleen,,22955616,10/20/17,0.132,48520,0.741
GSM2825406,GSE105270,colon,Colon,,22955616,10/20/17,0.176,47514,0.752
GSM2825441,GSE105295,PANC-1,Pancreas,Pancreatic ductal adenocarcinoma,22955616,10/20/17,0.203,46542,0.817
GSM2825442,GSE105295,PANC-1,Pancreas,Pancreatic ductal adenocarcinoma,22955616,10/20/17,0.273,56588,0.836
GSM2825505,GSE105339,colon,Colon,,22955616,10/20/17,0.035,24707,0.889
GSM2825527,GSE105355,stomach,Stomach,,22955616,10/20/17,0.071,36864,0.802
GSM2825544,GSE105365,spleen,Spleen,,22955616,10/20/17,0.036,18057,0.892
GSM2825554,GSE105372,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,10/20/17,0.121,36594,0.789
GSM2825573,GSE105383,prostate,Prostate,,22955616,10/20/17,0.28,60232,0.796
GSM2825574,GSE105383,prostate,Prostate,,22955616,10/20/17,0.306,49516,0.846
GSM2825588,GSE105391,lower_leg_skin,Lower leg skin,,22955616,10/20/17,0.015,12718,0.736
GSM2825674,GSE105403,VCaP,"Metastatic; Bone, vertebra",Prostate carcinoma,22955616,10/20/17,0.18,39992,0.879
GSM2825675,GSE105403,VCaP,"Metastatic; Bone, vertebra",Prostate carcinoma,22955616,10/20/17,0.216,50476,0.837
GSM2825676,GSE105404,pancreas,Pancreas,,22955616,10/20/17,0.255,52888,0.728
GSM2827130,GSE105467,pancreas,Pancreas,,22955616,10/23/17,0.306,57748,0.723
GSM2827131,GSE105468,RWPE-1,"Prostate, epithelium",,22955616,10/23/17,0.089,28600,0.908
GSM2827132,GSE105468,RWPE-1,"Prostate, epithelium",,22955616,10/23/17,0.077,28686,0.902
GSM2827153,GSE105472,breast_epithelium,Breast epithelium,,22955616,10/23/17,0.022,13521,0.91
GSM2827160,GSE105476,pancreas,Pancreas,,22955616,10/23/17,0.179,58303,0.7
GSM2827161,GSE105477,vagina,Vagina,,22955616,10/23/17,0.064,24071,0.887
GSM2827202,GSE105500,LNCaP,Prostate,Prostate carcinoma,22955616,10/23/17,0.158,49280,0.855
GSM2827203,GSE105500,LNCaP,Prostate,Prostate carcinoma,22955616,10/23/17,0.036,29092,0.925
GSM2827222,GSE105510,peyers_patch,Peyers patch,,22955616,10/23/17,0.178,44769,0.788
GSM2827238,GSE105519,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,10/23/17,0.158,32901,0.822
GSM2827277,GSE105543,colon,Colon,,22955616,10/23/17,0.053,20590,0.896
GSM2827293,GSE105554,tibial_nerve,Tibial nerve,,22955616,10/23/17,0.163,40051,0.765
GSM2827319,GSE105569,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,10/23/17,0.118,34157,0.816
GSM2827328,GSE105575,vagina,Vagina,,22955616,10/23/17,0.021,13082,0.951
GSM2827359,GSE105594,peyers_patch,Peyers patch,,22955616,10/23/17,0.269,56610,0.715
GSM2827381,GSE105608,breast_epithelium,Breast epithelium,,22955616,10/23/17,0.102,31766,0.813
GSM2827382,GSE105609,gastroesophageal_sphincter,Gastroesophageal sphincter,,22955616,10/23/17,0.101,32142,0.818
GSM2827383,GSE105610,adrenal_gland,Adrenal gland,,22955616,10/23/17,0.16,49364,0.751
GSM2827389,GSE105614,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,10/23/17,0.214,53692,0.761
GSM2827409,GSE105628,C4-2B,Prostate,Prostate carcinoma,22955616,10/23/17,0.218,50692,0.855
GSM2827410,GSE105628,C4-2B,Prostate,Prostate carcinoma,22955616,10/23/17,0.311,56151,0.816
GSM2827411,GSE105629,peyers_patch,Peyers patch,,22955616,10/23/17,0.028,17590,0.899
GSM2827412,GSE105630,uterus,Uterus,,22955616,10/23/17,0.117,37415,0.765
GSM2827438,GSE105648,LNCaP,Prostate,Prostate carcinoma,22955616,10/23/17,0.115,43269,0.876
GSM2827439,GSE105648,LNCaP,Prostate,Prostate carcinoma,22955616,10/23/17,0.033,29248,0.88
GSM2827473,GSE105670,tibial_nerve,Tibial nerve,,22955616,10/23/17,0.13,39632,0.772
GSM2827505,GSE105690,spleen,Spleen,,22955616,10/23/17,0.161,38862,0.782
GSM2827510,GSE105693,spleen,Spleen,,22955616,10/23/17,0.049,22809,0.818
GSM2827512,GSE105695,ovary,Ovary,,22955616,10/23/17,0.068,26928,0.781
GSM2827524,GSE105703,stomach,Stomach,,22955616,10/23/17,0.035,21306,0.912
GSM2827526,GSE105705,breast_epithelium,Breast epithelium,,22955616,10/23/17,0.1,32808,0.832
GSM2827529,GSE105707,tibial_artery,Tibial artery,,22955616,10/23/17,0.153,36789,0.774
GSM2827540,GSE105714,pancreas,Pancreas,,22955616,10/23/17,0.278,46862,0.766
GSM2827544,GSE105718,esophagus_muscularis_mucosa,Esophagus muscularis mucosa,,22955616,10/23/17,0.129,32286,0.814
GSM2827572,GSE105736,thyroid_gland,Thyroid gland,,22955616,10/23/17,0.204,43566,0.75
GSM2827573,GSE105737,ovary,Ovary,,22955616,10/23/17,0.068,25165,0.784
GSM2827575,GSE105739,testis,Testis,,22955616,10/23/17,0.041,23068,0.861
GSM2828488,GSE105829,liver,Liver,,22955616,10/24/17,0.158,40704,0.823
GSM2828516,GSE105848,prostate,Prostate,,22955616,10/24/17,0.149,42953,0.789
GSM2828521,GSE105852,colon,Colon,,22955616,10/24/17,0.061,25083,0.87
GSM2828550,GSE105871,tibial_nerve,Tibial nerve,,22955616,10/24/17,0.223,47708,0.737
GSM2828560,GSE105879,colon,Colon,,22955616,10/24/17,0.022,15691,0.907
GSM2828639,GSE105894,prostate,Prostate,,22955616,10/24/17,0.16,42558,0.779
GSM2828689,GSE105911,colon,Colon,,22955616,10/24/17,0.156,40812,0.783
GSM2828709,GSE105921,thyroid_gland,Thyroid gland,,22955616,10/24/17,0.188,51094,0.698
GSM2828714,GSE105925,ascending_aorta,Ascending aorta,,22955616,10/24/17,0.05,23243,0.858
GSM2828718,GSE105928,lung,Lung,,22955616,10/24/17,0.104,41818,0.789
GSM2828722,GSE105931,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,10/24/17,0.128,35599,0.828
GSM2828799,GSE105947,lung,Lung,,22955616,10/24/17,0.078,31046,0.779
GSM2828802,GSE105949,lung,Lung,,22955616,10/24/17,0.165,45136,0.788
GSM2828820,GSE105953,thyroid_gland,Thyroid gland,,22955616,10/24/17,0.073,28211,0.847
GSM2828838,GSE105966,22Rv1,Prostate,Prostate carcinoma,22955616,10/24/17,0.125,42928,0.874
GSM2828839,GSE105966,22Rv1,Prostate,Prostate carcinoma,22955616,10/24/17,0.092,32586,0.901
GSM2828855,GSE105976,suprapubic_skin,Suprapubic skin,,22955616,10/24/17,0.023,18865,0.918
GSM2828864,GSE105982,22Rv1,Prostate,Prostate carcinoma,22955616,10/24/17,0.103,39202,0.883
GSM2828865,GSE105982,22Rv1,Prostate,Prostate carcinoma,22955616,10/24/17,0.133,43198,0.874
GSM2828871,GSE105986,testis,Testis,,22955616,10/24/17,0.075,32845,0.833
GSM2828900,GSE106004,colon,Colon,,22955616,10/24/17,0.147,34315,0.82
GSM2828902,GSE106006,adrenal_gland,Adrenal gland,,22955616,10/24/17,0.219,48545,0.764
GSM2828903,GSE106007,esophagus_squamous_epithelium,Esophagus squamous epithelium,,22955616,10/24/17,0.101,34548,0.843
GSM2828911,GSE106013,gastrocnemius_medialis,Gastrocnemius medialis,,22955616,10/24/17,0.049,20565,0.902
GSM2828982,GSE106060,uterus,Uterus,,22955616,10/25/17,0.078,32983,0.8
GSM2828983,GSE106061,peyers_patch,Peyers patch,,22955616,10/25/17,0.195,49138,0.769
GSM2828999,GSE106071,adrenal_gland,Adrenal gland,,22955616,10/25/17,0.184,41617,0.796
GSM2842800,GSE94488,SK-MEL-147,Metastatic; Not specified,Melanoma,29149598,11/16/17,0.22,43661,0.854
GSM2856259,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.107,31468,0.899
GSM2856260,GSE106872,R1-hiPSC1,"Skin, dermis",,31740836,7/29/19,0.07,23201,0.916
GSM2856261,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.064,27374,0.907
GSM2856262,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.033,14209,0.938
GSM2856263,GSE106872,R1-hiPSC4,"Skin, dermis",,31740836,7/29/19,0.107,33195,0.889
GSM2856265,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.13,36189,0.884
GSM2856266,GSE106872,R1-hiPSC7,"Skin, dermis",,31740836,7/29/19,0.158,15240,0.903
GSM2856267,GSE106872,R1-hiPSC8,"Skin, dermis",,31740836,7/29/19,0.038,14704,0.932
GSM2856268,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.123,39418,0.876
GSM2856269,GSE106872,R1-hiPSC1,"Skin, dermis",,31740836,7/29/19,0.093,38614,0.872
GSM2856270,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.078,37562,0.881
GSM2856271,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.047,23753,0.913
GSM2856272,GSE106872,R1-hiPSC4,"Skin, dermis",,31740836,7/29/19,0.118,39893,0.866
GSM2856274,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.142,46054,0.851
GSM2856275,GSE106872,R1-hiPSC8,"Skin, dermis",,31740836,7/29/19,0.051,23585,0.909
GSM2856334,GSE106872,CV-hIPS-B,"Arm, skin",,31740836,7/29/19,0.087,44722,0.853
GSM2856344,GSE106872,HUES-9,Blastocyst,,31740836,7/29/19,0.053,28439,0.9
GSM2861703,GSE107147,CD34,Cord blood,Hematopietic stem cell,,11/24/17,0.18,30217,0.901
GSM2870996,GSE101297,SH-SY5Y,Metastatic; Bone marrow,Neuroblastoma,29284669,12/22/17,0.31,51321,0.837
GSM2870998,GSE101297,SK-N-AS,Metastatic; Bone marrow,Neuroblastoma,29284669,12/22/17,0.314,58835,0.821
GSM2871000,GSE101297,NB69,Brain,Neuroblastoma,29284669,12/22/17,0.269,71155,0.794
GSM2872297,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.264,47270,0.858
GSM2872298,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.287,58517,0.824
GSM2872299,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.291,60080,0.82
GSM2872301,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.23,50472,0.85
GSM2872302,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.278,55570,0.833
GSM2872303,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.299,54209,0.839
GSM2872304,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.306,59270,0.824
GSM2872305,GSE107607,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,29907613,6/5/18,0.256,54009,0.841
GSM2891690,GSE108173,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,30166406,8/26/18,0.027,22872,0.934
GSM2891691,GSE108173,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,30166406,8/26/18,0.063,36101,0.899
GSM2891692,GSE108173,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,30166406,8/26/18,0.261,62036,0.819
GSM2891693,GSE108173,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,30166406,8/26/18,0.145,54565,0.839
GSM2894547,GSE97394,HUES-64,Blastocyst,,29590048,3/13/18,0.06,30331,0.92
GSM2913222,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.218,98954,0.583
GSM2913230,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.164,83116,0.78
GSM2913238,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.092,46882,0.831
GSM2913246,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.151,64521,0.804
GSM2913254,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.231,97712,0.73
GSM2913266,GSE108787,MCF-7,Breast,Invasive breast carcinoma of no special type,30944316,4/9/19,0.064,40808,0.867
GSM2915166,GSE108869,HeLa,"Uterus, cervix",Human papillomavirus-related cervical adenocarcinoma,30948729,1/12/19,0.404,78733,0.759
GSM2948733,GSE109706,LUHMES,"Fetal brain, ventral mesencephalon",,29486295,3/1/18,0.056,39302,0.888
GSM2948734,GSE109706,LUHMES,"Fetal brain, ventral mesencephalon",,29486295,3/1/18,0.061,42778,0.871
GSM2948735,GSE109706,LUHMES,"Fetal brain, ventral mesencephalon",,29486295,3/1/18,0.067,41717,0.871
GSM2948736,GSE109706,LUHMES,"Fetal brain, ventral mesencephalon",,29486295,3/1/18,0.055,38317,0.886
GSM2974409,GSE109949,ALL_xenograft,ALL xenograft,,30537513,11/8/19,0.393,71712,0.761
GSM2974410,GSE109949,ALL_xenograft,ALL xenograft,,30537513,11/8/19,0.369,71673,0.762
GSM2974411,GSE109949,ALL_xenograft,ALL xenograft,,30537513,11/8/19,0.379,66901,0.773
